reach: 5,reach: 4,reach: 6,reach: 12,reach: 3,reach: 7,reach: 14,reach: 15,reach: 2,reach: 13,reach: 11,reach: 8,reach: 9,reach: 10,reach: 1,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.390974208638,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.88134389374,-0.0055908518639,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.55003942577,-0.551833637912,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.40985656741,-2.23648095703,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.18070956694,-4.75891714603,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.482563873738,-8.89388584439,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.51147801369,-13.1132162749,0.0,-2.76027995123,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5318147941,-15.4072921546,0.0,-6.13253076182,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0426790837,-15.3894917533,0.0,-7.08517305108,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5980197173,-11.7236910732,0.0,-4.77707486094,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.3310625536,-4.64880613395,0.0,0.187769452109,-0.00833692457034,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00111302484,0.0,42.6225313198,3.53126591434,-0.732376332029,7.02911653249,-0.174100042785,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0154933222273,0.0,39.339228221,11.7902953223,-2.2730823537,15.7569653861,2.95854943772,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0279988673789,0.0,33.0739337961,17.6232300358,-2.83800889472,23.5879116795,8.57825432706,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0276220029139,0.0,26.3973672234,20.6119439399,-2.52823100877,28.8195215399,15.9220044069,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00395628891593,0.0,25.2525202348,23.7100101106,-1.99087838411,28.9108521735,23.5265006844,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074979664853,0.0,33.2619611068,26.7519290103,-0.805357171206,24.1714832664,27.8949443092,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215013578925,0.0,46.6080093015,31.2354010968,0.763251196594,19.2965711886,27.7560631482,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.383361021102,0.0,60.3044341458,36.7894982236,2.68835431217,17.8723593146,25.232108998,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.551422819286,0.0,71.1138386087,42.7387920752,4.92399183073,20.9032140157,23.5052852074,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.701706315744,0.0,77.0096898908,48.4900104769,7.44643620594,27.9429130092,25.0008431343,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.816105592308,0.0,76.486900128,53.3473074207,10.1918882181,37.9695822538,30.4802701481,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.897220777522,0.0,71.7952794542,55.9077283752,13.2762268548,47.9846400062,39.7113614815,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.930884186355,0.0,65.4559442198,56.926361945,16.4512901894,55.8981172364,51.0100816152,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.917008760955,0.0,58.4886737626,56.0610019184,19.7492432389,61.2896085327,62.2324287945,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.880574064883,0.0,51.3940127666,54.1679621382,22.8881486752,64.2853666675,72.1633740962,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.828086981745,0.0,44.5840238422,51.625653152,25.746476463,65.1304466754,80.1312080995,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.770326694431,0.0,38.286431837,48.6358219985,28.2801850472,64.1954607461,85.878490746,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.709214517959,0.0,32.5877249653,45.4952241649,30.4301571057,61.8933195548,89.4595347026,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.645383548545,0.0,27.5266086509,42.228021099,32.2162570891,58.5959027779,91.085914089,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.583397067823,0.0,23.1352806514,38.9915888693,33.63047203,54.6120438418,91.064584559,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.524379663408,0.0,19.360939976,35.8265524492,34.6976531753,50.2380919507,89.6994095634,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.468682988509,0.0,16.1334120248,32.8016238011,35.4358252364,45.7096125894,87.3056077483,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.416577894769,0.0,13.3958871563,29.9360834776,35.875296426,41.1946320166,84.173371929,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.369084566721,0.0,11.1122091574,27.2611078009,36.0428063128,36.8060878728,80.5402668552,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.325997310015,0.0,9.2095717517,24.7617787359,35.9762724921,32.6456016631,76.5912155452,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286991366429,0.0,7.61918759757,22.4303171995,35.7070136923,28.7780690124,72.4886553275,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25209306521,0.0,6.28883459305,20.2828884797,35.2567526547,25.233484855,68.3613817894,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.220956587935,0.0,5.13324380501,18.2943322755,34.6559677677,22.0420326479,64.2963377923,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193193622755,0.0,4.16772403188,16.4817119511,33.9207901381,19.1605477842,60.3702248638,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.168558625834,0.0,3.38381036743,14.8397106574,33.0734862629,16.5694089656,56.6026339256,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147005498336,0.0,2.74734423756,13.355637192,32.1383976012,14.2640831454,53.0032797638,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12815003144,0.0,2.23059200725,12.0178856333,31.135541268,12.2309236985,49.5879025643,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11158540731,0.0,1.81103650383,10.8093716696,30.0830536528,10.4508679965,46.3675270862,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0969961281661,0.0,1.47039584449,9.69647700241,29.0000994811,8.90204478325,43.3468294051,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0841770145451,0.0,1.19382681405,8.69294763874,27.8924223443,7.56157496142,40.5271555767,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0728536188932,0.0,0.969278080648,7.77877852011,26.7733112008,6.40678042332,37.8995675919,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625799613356,0.0,0.786965066096,6.95824778903,25.6487492851,5.41596266539,35.4551656784,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0536798394053,0.0,0.638943588656,6.22382432276,24.5270528209,4.56887247545,33.1812164828,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0460454927917,0.0,0.518763700033,5.56648262499,23.4157677469,3.84696113374,31.0653758191,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0394969029326,0.0,0.42118863269,4.97819534201,22.3211034189,3.23348012295,29.0960003784,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0338796535054,0.0,0.341966610802,4.45176196808,21.2481272792,2.71347858681,27.2620115916,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0290612892763,0.0,0.27764558164,3.98072501365,20.2009164412,2.27373438663,25.552940908,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0249281927948,0.0,0.225422794417,3.55929447521,19.1826915054,1.90264455539,23.9589977601,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0213829052836,0.0,0.183022672079,3.18227981423,18.1959345485,1.59009344748,22.4711157214,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0183418285526,0.0,0.148597654383,2.84502872417,17.2424930249,1.32731131852,21.0809674332,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0157332537459,0.0,0.120647691553,2.54337202956,16.3236711411,1.10673197556,19.7809519221,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0134956704411,0.0,0.0979548804963,2.27357412137,15.4403100967,0.921855150942,18.5641616062,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0115763162278,0.0,0.0795303953976,2.03228838808,14.5928584417,0.767117099934,17.424336257,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00992993256552,0.0,0.0645714002208,1.81651715204,13.7814336658,0.637771390293,16.3558099016,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00851769758317,0.0,0.052426065602,1.62357566718,13.0058760161,0.529780782277,15.3534551455,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00730631065615,0.0,0.0425651657716,1.45105977584,12.2657954331,0.439720368294,14.4126280399,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00626720717458,0.0,0.0345590178543,1.29681686107,11.5606124002,0.364691660729,13.5291155346,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00537588498733,0.0,0.0280587586915,1.15891976566,10.8895934125,0.302247015591,12.6990867366,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00461132663911,0.0,0.0227811433366,1.03564338073,10.2518816968,0.250323606845,11.9190485985,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00395550377709,0.0,0.018496202823,0.925443635901,9.64652374426,0.20718608334,11.1858062518,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00339295204071,0.0,0.0150172234035,0.826938648861,9.07249215347,0.171377018759,10.4964279207,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00291040641074,0.0,0.0121926106081,0.738891816169,8.52870522989,0.141674284388,9.84821417963,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00249648841896,0.0,0.00989928360563,0.66019664853,8.01404373443,0.117054519623,9.23867121546,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00214143784283,0.0,0.00803731202896,0.589863173252,7.52736513179,0.0966619354163,8.66548770608,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00183688255867,0.0,0.00652556156833,0.527005744244,7.06751564883,0.0797817536298,8.12651491026,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00157564112619,0.0,0.00529815859191,0.470832115809,6.63334041791,0.0658176555039,7.61974957326,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00135155344953,0.0,0.00430161974124,0.420633650901,6.22369194881,0.0542726815143,7.14331927374,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00115933552163,0.0,0.00349252142556,0.375776547473,5.83743714458,0.0447330907381,6.69546986874,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000994454826906,0.0,0.00283560766449,0.335693978307,5.47346305165,0.036854749056,6.27455472744,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000853023464139,0.0,0.00230225382958,0.299879050247,5.13068151225,0.0303516714526,5.8790254802,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000731706469398,0.0,0.00186921934308,0.26787849832,4.80803286743,0.0249863940794,5.50742404396,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000627643177318,0.0,0.00151763498344,0.239287038809,4.50448884111,0.0205618966625,5.15837571746,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000538379766354,0.0,0.00123218067023,0.213742313062,4.21905472013,0.0169148355078,4.83058317002,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000461811397453,0.0,0.00100041790065,0.190920360812,3.95077093122,0.0139098821318,4.52282117396,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000396132581768,0.0,0.000812247749152,0.170531568022,3.69871410353,0.0114349928309,4.23393195491,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000339794607071,0.0,0.000659470812721,0.152317039932,3.46199769436,0.00939746073939,3.96282105483,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000291469018981,0.0,0.00053542992675,0.136045355032,3.23977224591,0.00772062454269,3.70845362045,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000250016295898,0.0,0.000434720083026,0.121509660258,3.0312253326,0.006341127434,3.46985104518,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000214458978978,0.0,0.000352952909698,0.108525071797,2.83558125056,0.00520663651423,3.24608790553,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000183958623573,0.0,0.000286565450571,0.0969263495696,2.65210049437,0.00427394699966,3.03628914402,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000157796028631,0.0,0.000232664911393,0.0865658167585,2.48007906007,0.00350740764553,2.83962745963,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013535427787,0.0,0.000188902608063,0.0773114987251,2.31884760843,0.00287761400592,2.65532087432,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000116104192841,0.0,0.000153371624107,0.0690454583163,2.16777051768,0.00236032478977,2.48263045055,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.95918548521e-005,0.0,0.000124523717922,0.0616623069554,2.02624485079,0.00193556386626,2.32085813966,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.54279015269e-005,0.0,0.000101101859065,0.0550678730562,1.89369925911,0.00158687661747,2.16934474502,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.32783456051e-005,0.0,8.20854538962e-005,0.0491780112226,1.76959284075,0.00130071450409,2.02746798736,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.28566994932e-005,0.0,6.66458738113e-005,0.0439175374238,1.65341396949,0.00106592604903,1.89464066224,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.39172198629e-005,0.0,5.41103482438e-005,0.0392192768809,1.54467910752,0.000873336081387,1.77030888164,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62491130012e-005,0.0,4.39326490842e-005,0.035023212788,1.44293161335,0.000715398128627,1.65395039345,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96715642765e-005,0.0,3.56692891138e-005,0.0312757252365,1.34774055418,0.000585907390937,1.54507297374,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.40294745134e-005,0.0,2.89601973113e-005,0.0279289108235,1.25869953069,0.000479763858057,1.44321288792,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9189802741e-005,0.0,2.3513028971e-005,0.0249399744252,1.17542552053,0.000392776902296,1.34793341732,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.50384290749e-005,0.0,1.90904269556e-005,0.0222706855095,1.09755774583,0.000321504159284,1.25882344853,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14774637603e-005,0.0,1.54996789991e-005,0.0198868921659,1.02475656882,0.000263118738126,1.17549612326,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84229389229e-005,0.0,1.25843203839e-005,0.0177580867459,0.956702419005,0.000215299825633,1.09758754644,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58028285996e-005,0.0,1.02173160834e-005,0.0158570176513,0.893094754172,0.000176142599352,1.02475555099,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35553503593e-005,0.0,8.2955252857e-006,0.0141593423839,0.833651057282,0.000144084069843,0.956678517386,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16275084682e-005,0.0,6.73520709392e-006,0.0126433174834,0.778105870398,0.000117842058115,0.893054246463,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.97384424563e-006,0.0,5.46837156608e-006,0.011289521444,0.726209866501,9.63649994616e-005,0.833598883916,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.55536414425e-006,0.0,4.43981709362e-006,0.0100806071118,0.677728959572,7.8790666975e-005,0.778045894927,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.33862027902e-006,0.0,3.60472502401e-006,0.00900108043414,0.632443452992,6.44122408793e-005,0.726145087424,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.29492172298e-006,0.0,2.92670671442e-006,0.00803710276456,0.590147226022,5.26504251601e-005,0.677661682432,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.39965797272e-006,0.0,2.3762179182e-006,0.0071763142208,0.550646957893,4.30305406741e-005,0.632375430001,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63171863059e-006,0.0,1.92927141178e-006,0.00640767585981,0.513761388845,3.51637120675e-005,0.590079769163,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97299561959e-006,0.0,1.56639176558e-006,0.00572132866955,0.479320617288,2.87314212377e-005,0.55058103038,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.40795619342e-006,0.0,1.27176671375e-006,0.00510846758976,0.447165432143,2.34728283568e-005,0.513697678947,
